timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir,CAN_DataFrame.CAN_DataFrame.EDL,CAN_DataFrame.CAN_DataFrame.BRS
79.98605,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
79.99340000000001,1,2025,0,8,8,[  4  65  12  24 124 170 170 170],0,0,0
79.99600000000001,1,2024,0,8,8,[  4  65  12  24 110   0   0   0],0,0,0
80.00450000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.006,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.0536,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.05565,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.0861,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.0934,1,2025,0,8,8,[  4  65  12  23 148 170 170 170],0,0,0
80.096,1,2024,0,8,8,[  4  65  12  23 150   0   0   0],0,0,0
80.10505,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.10625,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.1534,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.1556,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.18610000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.1937,1,2025,0,8,8,[  4  65  12  23 200 170 170 170],0,0,0
80.19585000000001,1,2024,0,8,8,[  4  65  12  23 198   0   0   0],0,0,0
80.20445000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.20575000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.2411,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
80.2539,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.2556,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.2861,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.29325,1,2025,0,8,8,[  4  65  12  23 192 170 170 170],0,0,0
80.29595,1,2024,0,8,8,[  4  65  12  23 194   0   0   0],0,0,0
80.3044,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.30575,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.3536,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.35600000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.3861,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.39335,1,2025,0,8,8,[  4  65  12  23 224 170 170 170],0,0,0
80.39580000000001,1,2024,0,8,8,[  4  65  12  23 228   0   0   0],0,0,0
80.4045,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.40575000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.45360000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
80.45565,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.48610000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.49385000000001,1,2025,0,8,8,[  4  65  12  24   4 170 170 170],0,0,0
80.4966,1,2024,0,8,8,[ 4 65 12 24  2  0  0  0],0,0,0
80.50445,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.50575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.55365,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.55595000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.5861,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.59335,1,2025,0,8,8,[  4  65  12  24  20 170 170 170],0,0,0
80.59580000000001,1,2024,0,8,8,[ 4 65 12 24 22  0  0  0],0,0,0
80.605,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.60615,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.65365,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.6556,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.68615000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.69340000000001,1,2025,0,8,8,[  4  65  12  24   4 170 170 170],0,0,0
80.69595000000001,1,2024,0,8,8,[ 4 65 12 24  0  0  0  0],0,0,0
80.70445000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.70570000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
80.7411,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
80.75335000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.7557,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.78615,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.79335,1,2025,0,8,8,[  4  65  12  23 192 170 170 170],0,0,0
80.7958,1,2024,0,8,8,[  4  65  12  23 194   0   0   0],0,0,0
80.80445,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.8057,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.85365,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.85560000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.88615,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.89335,1,2025,0,8,8,[  4  65  12  23 176 170 170 170],0,0,0
80.89590000000001,1,2024,0,8,8,[  4  65  12  23 170   0   0   0],0,0,0
80.90445000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.90625,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.9534,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
80.95565,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
80.98615000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
80.99380000000001,1,2025,0,8,8,[  4  65  12  23 168 170 170 170],0,0,0
80.99575,1,2024,0,8,8,[  4  65  12  23 168   0   0   0],0,0,0
81.00450000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.00575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.05365,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.05575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.08615,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.0935,1,2025,0,8,8,[  4  65  12  23 192 170 170 170],0,0,0
81.09595,1,2024,0,8,8,[  4  65  12  23 188   0   0   0],0,0,0
81.10600000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.10625,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.15390000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.15575000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.18615000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.19345,1,2025,0,8,8,[  4  65  12  23 224 170 170 170],0,0,0
81.1961,1,2024,0,8,8,[  4  65  12  23 230   0   0   0],0,0,0
81.20445000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.20620000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.24115,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
81.25370000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.25575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.28615,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.29345,1,2025,0,8,8,[  4  65  12  24   4 170 170 170],0,0,0
81.29595,1,2024,0,8,8,[ 4 65 12 24 10  0  0  0],0,0,0
81.30445,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.30575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.35340000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.3563,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.38615,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.39335,1,2025,0,8,8,[  4  65  12  24  40 170 170 170],0,0,0
81.39580000000001,1,2024,0,8,8,[ 4 65 12 24 38  0  0  0],0,0,0
81.40475,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.406,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.45370000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.45575000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.48620000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.4936,1,2025,0,8,8,[  4  65  12  24  32 170 170 170],0,0,0
81.49645000000001,1,2024,0,8,8,[ 4 65 12 24 34  0  0  0],0,0,0
81.50475,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.50575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.55345,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.55605,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.5862,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.59345,1,2025,0,8,8,[  4  65  12  24   4 170 170 170],0,0,0
81.59575000000001,1,2024,0,8,8,[  4  65  12  23 254   0   0   0],0,0,0
81.60600000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.60625,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.6537,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.65575000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.6862,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.69345,1,2025,0,8,8,[  4  65  12  23 200 170 170 170],0,0,0
81.69595000000001,1,2024,0,8,8,[  4  65  12  23 202   0   0   0],0,0,0
81.70505,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.706,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.74115,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
81.7535,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.75590000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.78620000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.79365,1,2025,0,8,8,[  4  65  12  23 216 170 170 170],0,0,0
81.7958,1,2024,0,8,8,[  4  65  12  23 214   0   0   0],0,0,0
81.805,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.80595000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.8537,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.85575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.8862,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.89335,1,2025,0,8,8,[  4  65  12  23 216 170 170 170],0,0,0
81.89595,1,2024,0,8,8,[  4  65  12  23 218   0   0   0],0,0,0
81.90475,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.906,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.95370000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
81.95570000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
81.98620000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
81.99390000000001,1,2025,0,8,8,[  4  65  12  23 200 170 170 170],0,0,0
81.99595000000001,1,2024,0,8,8,[  4  65  12  23 196   0   0   0],0,0,0
82.00505000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
82.006,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
82.0537,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.0558,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.08625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.0935,1,2025,0,8,8,[  4  65  12  23 208 170 170 170],0,0,0
82.09595,1,2024,0,8,8,[  4  65  12  23 210   0   0   0],0,0,0
82.10610000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.10635,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.15345,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.15605000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.18625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.1935,1,2025,0,8,8,[  4  65  12  23 240 170 170 170],0,0,0
82.19575,1,2024,0,8,8,[  4  65  12  23 238   0   0   0],0,0,0
82.2051,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.20605,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.2412,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
82.2543,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.25575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.28625000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.29345,1,2025,0,8,8,[  4  65  12  24   8 170 170 170],0,0,0
82.29595,1,2024,0,8,8,[ 4 65 12 24  6  0  0  0],0,0,0
82.30510000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.30605,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.3536,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.35690000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.38625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.39355,1,2025,0,8,8,[  4  65  12  24   8 170 170 170],0,0,0
82.39580000000001,1,2024,0,8,8,[ 4 65 12 24 10  0  0  0],0,0,0
82.40505,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.406,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.45370000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.45580000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.48625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.4937,1,2025,0,8,8,[  4  65  12  23 236 170 170 170],0,0,0
82.4962,1,2024,0,8,8,[  4  65  12  23 234   0   0   0],0,0,0
82.50585000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
82.5061,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.5535,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.55605,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.58625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.59395,1,2025,0,8,8,[  4  65  12  23 204 170 170 170],0,0,0
82.59615000000001,1,2024,0,8,8,[  4  65  12  23 210   0   0   0],0,0,0
82.60610000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.6063,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.6538,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.6558,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
82.6863,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.6935,1,2025,0,8,8,[  4  65  12  23 220 170 170 170],0,0,0
82.69590000000001,1,2024,0,8,8,[  4  65  12  23 216   0   0   0],0,0,0
82.70585,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.70605,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.7412,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
82.75385,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.75595,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
82.78630000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.79355000000001,1,2025,0,8,8,[  4  65  12  23 232 170 170 170],0,0,0
82.7958,1,2024,0,8,8,[  4  65  12  23 234   0   0   0],0,0,0
82.80505000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.80605,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.8538,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.85575,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
82.88625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.89355,1,2025,0,8,8,[  4  65  12  23 228 170 170 170],0,0,0
82.89605,1,2024,0,8,8,[  4  65  12  23 222   0   0   0],0,0,0
82.90585,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
82.90605000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
82.95365000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
82.95580000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
82.98625,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
82.9937,1,2025,0,8,8,[  4  65  12  23 188 170 170 170],0,0,0
82.9958,1,2024,0,8,8,[  4  65  12  23 192   0   0   0],0,0,0
83.00590000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
83.00615,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
83.05385000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.0558,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.08630000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.09355000000001,1,2025,0,8,8,[  4  65  12  24   0 170 170 170],0,0,0
83.096,1,2024,0,8,8,[ 4 65 12 24  0  0  0  0],0,0,0
83.10610000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
83.10635,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
83.15355000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
83.15610000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
83.1863,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.19355,1,2025,0,8,8,[  4  65  12  24   8 170 170 170],0,0,0
83.19585000000001,1,2024,0,8,8,[ 4 65 12 24 14  0  0  0],0,0,0
83.20585,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.2061,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.24125000000001,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
83.25405,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.25585000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.28630000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.29360000000001,1,2025,0,8,8,[  4  65  12  24  40 170 170 170],0,0,0
83.29595,1,2024,0,8,8,[ 4 65 12 24 42  0  0  0],0,0,0
83.30585,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.3061,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.3536,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.35690000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.3863,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.39385,1,2025,0,8,8,[  4  65  12  24  64 170 170 170],0,0,0
83.39585000000001,1,2024,0,8,8,[ 4 65 12 24 60  0  0  0],0,0,0
83.40605000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.40625,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
83.45385,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.4559,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.48635,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.49380000000001,1,2025,0,8,8,[  4  65  12  24  44 170 170 170],0,0,0
83.4963,1,2024,0,8,8,[ 4 65 12 24 44  0  0  0],0,0,0
83.50590000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.50615,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.554,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.5561,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.58635000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.59365000000001,1,2025,0,8,8,[  4  65  12  24  24 170 170 170],0,0,0
83.59585,1,2024,0,8,8,[ 4 65 12 24 20  0  0  0],0,0,0
83.60615,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.60640000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.65385,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.6558,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.68635,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.69355,1,2025,0,8,8,[  4  65  12  23 252 170 170 170],0,0,0
83.69600000000001,1,2024,0,8,8,[ 4 65 12 24  0  0  0  0],0,0,0
83.70585000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.7061,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
83.74125000000001,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
83.75365000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.75590000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.78635,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.79360000000001,1,2025,0,8,8,[  4  65  12  23 232 170 170 170],0,0,0
83.79585,1,2024,0,8,8,[  4  65  12  23 232   0   0   0],0,0,0
83.80595000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.80615,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.85385000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
83.85605000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.88635000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.8936,1,2025,0,8,8,[  4  65  12  23 192 170 170 170],0,0,0
83.89625000000001,1,2024,0,8,8,[  4  65  12  23 184   0   0   0],0,0,0
83.9059,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.9062,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.95360000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
83.9561,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
83.98635,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
83.99355,1,2025,0,8,8,[  4  65  12  23 152 170 170 170],0,0,0
83.99585,1,2024,0,8,8,[  4  65  12  23 146   0   0   0],0,0,0
84.00590000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.00615,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.05385000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
84.05590000000001,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
84.08640000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
84.09365000000001,1,2025,0,8,8,[  4  65  12  23 152 170 170 170],0,0,0
84.09605,1,2024,0,8,8,[  4  65  12  23 160   0   0   0],0,0,0
84.10625,1,2024,0,8,8,[ 3 65 13 48  0  0  0  0],0,0,0
84.10650000000001,1,2025,0,8,8,[  3  65  13  48 170 170 170 170],0,0,0
84.1538,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.15615000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.1864,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
84.19380000000001,1,2025,0,8,8,[  4  65  12  23 136 170 170 170],0,0,0
84.19590000000001,1,2024,0,8,8,[  4  65  12  23 134   0   0   0],0,0,0
84.20595,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.20620000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.24130000000001,1,401604624,1,8,8,[32 16  0  0  0  0  0  0],0,0,0
84.2543,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.25590000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.2864,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
84.29360000000001,1,2025,0,8,8,[  4  65  12  23 108 170 170 170],0,0,0
84.29610000000001,1,2024,0,8,8,[  4  65  12  23 106   0   0   0],0,0,0
84.30590000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.3061,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.35385000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.35695000000001,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.38640000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
84.3936,1,2025,0,8,8,[  4  65  12  23 100 170 170 170],0,0,0
84.39595,1,2024,0,8,8,[  4  65  12  23 104   0   0   0],0,0,0
84.40595,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.4062,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.45385,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.4559,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.4864,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
84.49365,1,2025,0,8,8,[  4  65  12  23 132 170 170 170],0,0,0
84.49635,1,2024,0,8,8,[  4  65  12  23 136   0   0   0],0,0,0
84.50585000000001,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.50615,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
84.55365,1,2025,0,8,8,[  3  65  13  47 170 170 170 170],0,0,0
84.55615,1,2024,0,8,8,[ 3 65 13 47  0  0  0  0],0,0,0
